Image 1: Predicted Gesture: 0, Correct Gesture: 0, Confidence: 95.98%
Image 358: Predicted Gesture: 5, Correct Gesture: 5, Confidence: 99.96%
Image 359: Predicted Gesture: 5, Correct Gesture: 5, Confidence: 98.41%
Image 360: Predicted Gesture: 5, Correct Gesture: 5, Confidence: 92.41%
Image 361: Predicted Gesture: 4, Correct Gesture: 6, Confidence: 26.86%
Image 362: Predicted Gesture: 6, Correct Gesture: 6, Confidence: 99.87%
Image 363: Predicted Gesture: 6, Correct Gesture: 6, Confidence: 99.23%
Image 364: Predicted Gesture: 6, Correct Gesture: 6, Confidence: 99.70%
Image 365: Predicted Gesture: 6, Correct Gesture: 6, Confidence: 100.00%
Image 366: Predicted Gesture: 6, Correct Gesture: 6, Confidence: 81.38%
Image 367: Predicted Gesture: 6, Correct Gesture: 6, Confidence: 86.83%
Image 368: Predicted Gesture: 4, Correct Gesture: 6, Confidence: 77.63%
Image 369: Predicted Gesture: 4, Correct Gesture: 6, Confidence: 91.55%
Image 370: Predicted Gesture: 0, Correct Gesture: 6, Confidence: 63.44%
Image 371: Predicted Gesture: 6, Correct Gesture: 6, Confidence: 100.00%
Image 372: Predicted Gesture: 6, Correct Gesture: 6, Confidence: 95.90%
Image 373: Predicted Gesture: 6, Correct Gesture: 6, Confidence: 99.93%
Image 374: Predicted Gesture: 6, Correct Gesture: 6, Confidence: 99.97%
Image 375: Predicted Gesture: 6, Correct Gesture: 6, Confidence: 99.99%
Image 376: Predicted Gesture: 7, Correct Gesture: 6, Confidence: 89.42%
Image 377: Predicted Gesture: 7, Correct Gesture: 6, Confidence: 53.83%
Image 378: Predicted Gesture: 7, Correct Gesture: 6, Confidence: 77.26%
Image 379: Predicted Gesture: 3, Correct Gesture: 6, Confidence: 82.62%
Image 380: Predicted Gesture: 7, Correct Gesture: 6, Confidence: 86.29%
Image 381: Predicted Gesture: 7, Correct Gesture: 6, Confidence: 51.14%
Image 382: Predicted Gesture: 6, Correct Gesture: 6, Confidence: 96.49%
Image 383: Predicted Gesture: 7, Correct Gesture: 6, Confidence: 73.87%
Image 384: Predicted Gesture: 6, Correct Gesture: 6, Confidence: 99.93%
Image 385: Predicted Gesture: 6, Correct Gesture: 6, Confidence: 99.38%
Image 386: Predicted Gesture: 6, Correct Gesture: 6, Confidence: 99.51%
Image 387: Predicted Gesture: 6, Correct Gesture: 6, Confidence: 61.52%
Image 388: Predicted Gesture: 2, Correct Gesture: 6, Confidence: 44.21%
Image 389: Predicted Gesture: 6, Correct Gesture: 6, Confidence: 51.78%
Image 390: Predicted Gesture: 4, Correct Gesture: 6, Confidence: 49.68%
Image 391: Predicted Gesture: 4, Correct Gesture: 6, Confidence: 82.65%
Image 392: Predicted Gesture: 6, Correct Gesture: 6, Confidence: 99.64%
Image 393: Predicted Gesture: 6, Correct Gesture: 6, Confidence: 99.23%
Image 394: Predicted Gesture: 4, Correct Gesture: 6, Confidence: 55.94%
Image 395: Predicted Gesture: 6, Correct Gesture: 6, Confidence: 98.04%
Image 396: Predicted Gesture: 6, Correct Gesture: 6, Confidence: 99.99%
Image 397: Predicted Gesture: 6, Correct Gesture: 6, Confidence: 100.00%
Image 398: Predicted Gesture: 6, Correct Gesture: 6, Confidence: 88.36%
Image 399: Predicted Gesture: 4, Correct Gesture: 6, Confidence: 99.58%
Image 400: Predicted Gesture: 6, Correct Gesture: 6, Confidence: 99.99%
Image 401: Predicted Gesture: 6, Correct Gesture: 6, Confidence: 85.80%
Image 402: Predicted Gesture: 4, Correct Gesture: 6, Confidence: 94.75%
Image 403: Predicted Gesture: 6, Correct Gesture: 6, Confidence: 99.85%
Image 404: Predicted Gesture: 6, Correct Gesture: 6, Confidence: 99.88%
Image 405: Predicted Gesture: 7, Correct Gesture: 6, Confidence: 62.49%
Image 406: Predicted Gesture: 6, Correct Gesture: 6, Confidence: 99.56%
Image 407: Predicted Gesture: 6, Correct Gesture: 6, Confidence: 99.77%
Image 408: Predicted Gesture: 6, Correct Gesture: 6, Confidence: 99.94%
Image 409: Predicted Gesture: 6, Correct Gesture: 6, Confidence: 99.47%
Image 410: Predicted Gesture: 6, Correct Gesture: 6, Confidence: 99.91%
Image 411: Predicted Gesture: 4, Correct Gesture: 6, Confidence: 77.11%
Image 412: Predicted Gesture: 4, Correct Gesture: 6, Confidence: 99.88%
Image 413: Predicted Gesture: 4, Correct Gesture: 6, Confidence: 96.65%
Image 414: Predicted Gesture: 4, Correct Gesture: 6, Confidence: 97.72%
Image 415: Predicted Gesture: 6, Correct Gesture: 6, Confidence: 93.24%
Image 416: Predicted Gesture: 3, Correct Gesture: 6, Confidence: 46.56%
Image 417: Predicted Gesture: 6, Correct Gesture: 6, Confidence: 99.96%
Image 418: Predicted Gesture: 6, Correct Gesture: 6, Confidence: 37.96%
Image 419: Predicted Gesture: 6, Correct Gesture: 6, Confidence: 93.71%
Image 420: Predicted Gesture: 6, Correct Gesture: 6, Confidence: 98.42%
Image 421: Predicted Gesture: 2, Correct Gesture: 7, Confidence: 73.53%
Image 422: Predicted Gesture: 7, Correct Gesture: 7, Confidence: 71.91%
Image 423: Predicted Gesture: 2, Correct Gesture: 7, Confidence: 89.73%
Image 424: Predicted Gesture: 4, Correct Gesture: 7, Confidence: 76.76%
Image 425: Predicted Gesture: 7, Correct Gesture: 7, Confidence: 99.97%
Image 426: Predicted Gesture: 7, Correct Gesture: 7, Confidence: 85.54%
Image 427: Predicted Gesture: 7, Correct Gesture: 7, Confidence: 100.00%
Image 428: Predicted Gesture: 4, Correct Gesture: 7, Confidence: 78.68%
Image 429: Predicted Gesture: 4, Correct Gesture: 7, Confidence: 64.76%
Image 430: Predicted Gesture: 7, Correct Gesture: 7, Confidence: 99.93%
Image 431: Predicted Gesture: 7, Correct Gesture: 7, Confidence: 99.97%
Image 432: Predicted Gesture: 7, Correct Gesture: 7, Confidence: 99.73%
Image 433: Predicted Gesture: 7, Correct Gesture: 7, Confidence: 100.00%
Image 434: Predicted Gesture: 3, Correct Gesture: 7, Confidence: 86.98%
Image 435: Predicted Gesture: 7, Correct Gesture: 7, Confidence: 100.00%
Image 436: Predicted Gesture: 7, Correct Gesture: 7, Confidence: 100.00%
Image 437: Predicted Gesture: 7, Correct Gesture: 7, Confidence: 99.99%
Image 438: Predicted Gesture: 7, Correct Gesture: 7, Confidence: 85.26%
Image 439: Predicted Gesture: 6, Correct Gesture: 7, Confidence: 93.94%
Image 440: Predicted Gesture: 7, Correct Gesture: 7, Confidence: 62.24%
Image 441: Predicted Gesture: 7, Correct Gesture: 7, Confidence: 99.86%
Image 442: Predicted Gesture: 7, Correct Gesture: 7, Confidence: 99.79%
Image 443: Predicted Gesture: 7, Correct Gesture: 7, Confidence: 99.81%
Image 444: Predicted Gesture: 7, Correct Gesture: 7, Confidence: 64.00%
Image 445: Predicted Gesture: 7, Correct Gesture: 7, Confidence: 99.56%
Image 446: Predicted Gesture: 7, Correct Gesture: 7, Confidence: 99.72%
Image 447: Predicted Gesture: 7, Correct Gesture: 7, Confidence: 99.20%
Image 448: Predicted Gesture: 7, Correct Gesture: 7, Confidence: 99.15%
Image 449: Predicted Gesture: 7, Correct Gesture: 7, Confidence: 97.75%
Image 450: Predicted Gesture: 7, Correct Gesture: 7, Confidence: 87.91%
Image 451: Predicted Gesture: 7, Correct Gesture: 7, Confidence: 48.24%
Image 452: Predicted Gesture: 7, Correct Gesture: 7, Confidence: 43.80%
Image 453: Predicted Gesture: 2, Correct Gesture: 7, Confidence: 47.54%
Image 454: Predicted Gesture: 7, Correct Gesture: 7, Confidence: 81.05%
Image 455: Predicted Gesture: 7, Correct Gesture: 7, Confidence: 30.97%
Image 456: Predicted Gesture: 7, Correct Gesture: 7, Confidence: 74.92%
Image 457: Predicted Gesture: 7, Correct Gesture: 7, Confidence: 55.15%
Image 458: Predicted Gesture: 4, Correct Gesture: 7, Confidence: 76.96%
Image 459: Predicted Gesture: 4, Correct Gesture: 7, Confidence: 50.01%
Image 460: Predicted Gesture: 7, Correct Gesture: 7, Confidence: 87.66%
Image 461: Predicted Gesture: 7, Correct Gesture: 7, Confidence: 98.98%
Image 462: Predicted Gesture: 7, Correct Gesture: 7, Confidence: 99.92%
Image 463: Predicted Gesture: 7, Correct Gesture: 7, Confidence: 99.98%
Image 464: Predicted Gesture: 7, Correct Gesture: 7, Confidence: 99.92%
Image 465: Predicted Gesture: 7, Correct Gesture: 7, Confidence: 99.22%
Image 466: Predicted Gesture: 7, Correct Gesture: 7, Confidence: 86.41%
Image 467: Predicted Gesture: 7, Correct Gesture: 7, Confidence: 100.00%
Image 468: Predicted Gesture: 7, Correct Gesture: 7, Confidence: 100.00%
Image 469: Predicted Gesture: 7, Correct Gesture: 7, Confidence: 87.14%
Image 470: Predicted Gesture: 9, Correct Gesture: 7, Confidence: 53.89%
Image 471: Predicted Gesture: 7, Correct Gesture: 7, Confidence: 99.33%
Image 472: Predicted Gesture: 7, Correct Gesture: 7, Confidence: 100.00%
Image 473: Predicted Gesture: 7, Correct Gesture: 7, Confidence: 99.99%
Image 474: Predicted Gesture: 7, Correct Gesture: 7, Confidence: 100.00%
Image 475: Predicted Gesture: 7, Correct Gesture: 7, Confidence: 100.00%
Image 476: Predicted Gesture: 3, Correct Gesture: 7, Confidence: 45.70%
Image 477: Predicted Gesture: 7, Correct Gesture: 7, Confidence: 99.79%
Image 478: Predicted Gesture: 5, Correct Gesture: 7, Confidence: 42.52%
Image 479: Predicted Gesture: 7, Correct Gesture: 7, Confidence: 77.89%
Image 480: Predicted Gesture: 7, Correct Gesture: 7, Confidence: 76.35%
Image 481: Predicted Gesture: 8, Correct Gesture: 8, Confidence: 91.93%
Image 482: Predicted Gesture: 8, Correct Gesture: 8, Confidence: 37.49%
Image 483: Predicted Gesture: 9, Correct Gesture: 8, Confidence: 68.03%
Image 484: Predicted Gesture: 8, Correct Gesture: 8, Confidence: 100.00%
Image 485: Predicted Gesture: 8, Correct Gesture: 8, Confidence: 100.00%
Image 486: Predicted Gesture: 8, Correct Gesture: 8, Confidence: 100.00%
Image 487: Predicted Gesture: 3, Correct Gesture: 8, Confidence: 55.58%
Image 488: Predicted Gesture: 8, Correct Gesture: 8, Confidence: 95.13%
Image 489: Predicted Gesture: 8, Correct Gesture: 8, Confidence: 100.00%
Image 490: Predicted Gesture: 8, Correct Gesture: 8, Confidence: 98.91%
Image 491: Predicted Gesture: 8, Correct Gesture: 8, Confidence: 99.92%
Image 492: Predicted Gesture: 8, Correct Gesture: 8, Confidence: 54.19%
Image 493: Predicted Gesture: 9, Correct Gesture: 8, Confidence: 99.71%
Image 494: Predicted Gesture: 3, Correct Gesture: 8, Confidence: 88.76%
Image 495: Predicted Gesture: 8, Correct Gesture: 8, Confidence: 99.94%
Image 496: Predicted Gesture: 8, Correct Gesture: 8, Confidence: 99.87%
Image 497: Predicted Gesture: 8, Correct Gesture: 8, Confidence: 99.55%
Image 498: Predicted Gesture: 8, Correct Gesture: 8, Confidence: 99.96%
Image 499: Predicted Gesture: 1, Correct Gesture: 8, Confidence: 87.23%
Image 500: Predicted Gesture: 1, Correct Gesture: 8, Confidence: 89.00%
Image 501: Predicted Gesture: 8, Correct Gesture: 8, Confidence: 99.65%
Image 502: Predicted Gesture: 8, Correct Gesture: 8, Confidence: 98.22%
Image 503: Predicted Gesture: 8, Correct Gesture: 8, Confidence: 99.54%
Image 504: Predicted Gesture: 8, Correct Gesture: 8, Confidence: 98.70%
Image 505: Predicted Gesture: 7, Correct Gesture: 8, Confidence: 31.82%
Image 506: Predicted Gesture: 8, Correct Gesture: 8, Confidence: 99.94%
Image 507: Predicted Gesture: 8, Correct Gesture: 8, Confidence: 99.80%
Image 508: Predicted Gesture: 8, Correct Gesture: 8, Confidence: 98.26%
Image 509: Predicted Gesture: 4, Correct Gesture: 8, Confidence: 82.08%
Image 510: Predicted Gesture: 4, Correct Gesture: 8, Confidence: 97.65%
Image 511: Predicted Gesture: 4, Correct Gesture: 8, Confidence: 98.32%
Image 512: Predicted Gesture: 4, Correct Gesture: 8, Confidence: 90.61%
Image 513: Predicted Gesture: 4, Correct Gesture: 8, Confidence: 72.18%
Image 514: Predicted Gesture: 8, Correct Gesture: 8, Confidence: 99.35%
Image 515: Predicted Gesture: 4, Correct Gesture: 8, Confidence: 71.11%
Image 516: Predicted Gesture: 4, Correct Gesture: 8, Confidence: 99.97%
Image 517: Predicted Gesture: 4, Correct Gesture: 8, Confidence: 93.65%
Image 518: Predicted Gesture: 4, Correct Gesture: 8, Confidence: 99.14%
Image 519: Predicted Gesture: 3, Correct Gesture: 8, Confidence: 99.02%
Image 520: Predicted Gesture: 4, Correct Gesture: 8, Confidence: 94.93%
Image 521: Predicted Gesture: 8, Correct Gesture: 8, Confidence: 97.52%
Image 522: Predicted Gesture: 8, Correct Gesture: 8, Confidence: 99.80%
Image 523: Predicted Gesture: 8, Correct Gesture: 8, Confidence: 99.02%
Image 524: Predicted Gesture: 8, Correct Gesture: 8, Confidence: 99.48%
Image 525: Predicted Gesture: 3, Correct Gesture: 8, Confidence: 39.02%
Image 526: Predicted Gesture: 8, Correct Gesture: 8, Confidence: 99.96%
Image 527: Predicted Gesture: 7, Correct Gesture: 8, Confidence: 77.76%
Image 528: Predicted Gesture: 7, Correct Gesture: 8, Confidence: 98.33%
Image 529: Predicted Gesture: 7, Correct Gesture: 8, Confidence: 92.82%
Image 530: Predicted Gesture: 8, Correct Gesture: 8, Confidence: 100.00%
Image 531: Predicted Gesture: 4, Correct Gesture: 8, Confidence: 79.92%
Image 532: Predicted Gesture: 8, Correct Gesture: 8, Confidence: 100.00%
Image 533: Predicted Gesture: 8, Correct Gesture: 8, Confidence: 100.00%
Image 534: Predicted Gesture: 8, Correct Gesture: 8, Confidence: 100.00%
Image 535: Predicted Gesture: 8, Correct Gesture: 8, Confidence: 100.00%
Image 536: Predicted Gesture: 8, Correct Gesture: 8, Confidence: 82.90%
Image 537: Predicted Gesture: 8, Correct Gesture: 8, Confidence: 100.00%
Image 538: Predicted Gesture: 8, Correct Gesture: 8, Confidence: 95.39%
Image 539: Predicted Gesture: 8, Correct Gesture: 8, Confidence: 56.56%
Image 540: Predicted Gesture: 8, Correct Gesture: 8, Confidence: 91.09%
Image 541: Predicted Gesture: 9, Correct Gesture: 9, Confidence: 99.96%
Image 542: Predicted Gesture: 5, Correct Gesture: 9, Confidence: 43.66%
Image 543: Predicted Gesture: 9, Correct Gesture: 9, Confidence: 100.00%
Image 544: Predicted Gesture: 9, Correct Gesture: 9, Confidence: 100.00%
Image 545: Predicted Gesture: 9, Correct Gesture: 9, Confidence: 100.00%
Image 546: Predicted Gesture: 9, Correct Gesture: 9, Confidence: 100.00%
Image 547: Predicted Gesture: 9, Correct Gesture: 9, Confidence: 100.00%
Image 548: Predicted Gesture: 9, Correct Gesture: 9, Confidence: 99.53%
Image 549: Predicted Gesture: 8, Correct Gesture: 9, Confidence: 88.86%
Image 550: Predicted Gesture: 9, Correct Gesture: 9, Confidence: 92.42%
Image 551: Predicted Gesture: 9, Correct Gesture: 9, Confidence: 100.00%
Image 552: Predicted Gesture: 9, Correct Gesture: 9, Confidence: 99.30%
Image 553: Predicted Gesture: 9, Correct Gesture: 9, Confidence: 100.00%
Image 554: Predicted Gesture: 1, Correct Gesture: 9, Confidence: 51.01%
Image 555: Predicted Gesture: 3, Correct Gesture: 9, Confidence: 58.15%
Image 556: Predicted Gesture: 9, Correct Gesture: 9, Confidence: 100.00%
Image 557: Predicted Gesture: 9, Correct Gesture: 9, Confidence: 100.00%
Image 558: Predicted Gesture: 9, Correct Gesture: 9, Confidence: 100.00%
Image 559: Predicted Gesture: 3, Correct Gesture: 9, Confidence: 97.66%
Image 560: Predicted Gesture: 3, Correct Gesture: 9, Confidence: 98.23%
Image 561: Predicted Gesture: 7, Correct Gesture: 9, Confidence: 80.74%
Image 562: Predicted Gesture: 8, Correct Gesture: 9, Confidence: 86.54%
Image 563: Predicted Gesture: 9, Correct Gesture: 9, Confidence: 99.42%
Image 564: Predicted Gesture: 8, Correct Gesture: 9, Confidence: 72.06%
Image 565: Predicted Gesture: 9, Correct Gesture: 9, Confidence: 95.38%
Image 566: Predicted Gesture: 9, Correct Gesture: 9, Confidence: 97.36%
Image 567: Predicted Gesture: 9, Correct Gesture: 9, Confidence: 97.63%
Image 568: Predicted Gesture: 9, Correct Gesture: 9, Confidence: 48.69%
Image 569: Predicted Gesture: 9, Correct Gesture: 9, Confidence: 99.62%
Image 570: Predicted Gesture: 9, Correct Gesture: 9, Confidence: 92.53%
Image 571: Predicted Gesture: 4, Correct Gesture: 9, Confidence: 45.18%
Image 572: Predicted Gesture: 4, Correct Gesture: 9, Confidence: 43.32%
Image 573: Predicted Gesture: 1, Correct Gesture: 9, Confidence: 83.83%
Image 574: Predicted Gesture: 9, Correct Gesture: 9, Confidence: 99.86%
Image 575: Predicted Gesture: 1, Correct Gesture: 9, Confidence: 96.08%
Image 576: Predicted Gesture: 9, Correct Gesture: 9, Confidence: 98.55%
Image 577: Predicted Gesture: 9, Correct Gesture: 9, Confidence: 74.47%
Image 578: Predicted Gesture: 6, Correct Gesture: 9, Confidence: 86.80%
Image 579: Predicted Gesture: 8, Correct Gesture: 9, Confidence: 90.04%
Image 580: Predicted Gesture: 9, Correct Gesture: 9, Confidence: 99.96%
Image 581: Predicted Gesture: 9, Correct Gesture: 9, Confidence: 100.00%
Image 582: Predicted Gesture: 9, Correct Gesture: 9, Confidence: 99.99%
Image 583: Predicted Gesture: 9, Correct Gesture: 9, Confidence: 95.46%
Image 584: Predicted Gesture: 8, Correct Gesture: 9, Confidence: 99.96%
Image 585: Predicted Gesture: 9, Correct Gesture: 9, Confidence: 98.23%
Image 586: Predicted Gesture: 8, Correct Gesture: 9, Confidence: 99.96%
Image 587: Predicted Gesture: 9, Correct Gesture: 9, Confidence: 99.79%
Image 588: Predicted Gesture: 9, Correct Gesture: 9, Confidence: 99.99%
Image 589: Predicted Gesture: 9, Correct Gesture: 9, Confidence: 96.27%
Image 590: Predicted Gesture: 9, Correct Gesture: 9, Confidence: 100.00%
Image 591: Predicted Gesture: 9, Correct Gesture: 9, Confidence: 58.90%
Image 592: Predicted Gesture: 9, Correct Gesture: 9, Confidence: 93.45%
Image 593: Predicted Gesture: 9, Correct Gesture: 9, Confidence: 99.99%
Image 594: Predicted Gesture: 9, Correct Gesture: 9, Confidence: 99.99%
Image 595: Predicted Gesture: 9, Correct Gesture: 9, Confidence: 100.00%
Image 596: Predicted Gesture: 8, Correct Gesture: 9, Confidence: 52.59%
Image 597: Predicted Gesture: 9, Correct Gesture: 9, Confidence: 100.00%
Image 598: Predicted Gesture: 9, Correct Gesture: 9, Confidence: 40.70%
Image 599: Predicted Gesture: 4, Correct Gesture: 9, Confidence: 35.51%
Image 600: Predicted Gesture: 8, Correct Gesture: 9, Confidence: 32.14%
Average Confidence Rate: 90.15%
